Rent,Posted On,BHK,Size,Floor,Area Type,Area Locality,City,Furnishing Status,Tenant Preferred,Bathroom,Point of Contact,Listing_Title,Listing_Description,Amenities_Text,Landmarks_Text,Reviews_Text,Complaints_Text,Lease_Rules_Text,Inquiry_Text,Inspection_Notes_Text,Scam_Flag,Scam_Rationale,Cluster
25000,2022-05-19,2,1050,9 out of 12,carpet area,vadapalani,chennai,semi-furnished,family,2,contact agent,"2 bhk semi-furnished home in vadapalani, chennai","2 bhk semi-furnished home of 1050 sq ft (carpet area). location: vadapalani, chennai. floor: 9 out of 12. bathrooms: 2. tenant preference: family. rent: inr 25000 per month.","lift, rainwater harvesting, cctv, waste management, parking",near park (2.7 km); near atm (2.7 km),clean and well maintained building. | maintenance is timely and professional.,not_applicable,one month notice required before vacating. maintenance charges are extra. no smoking inside the house.,"need a semi-furnished home in chennai, prefer family.",kitchen cabinets in good condition. bathrooms are clean and functional.,no,not_applicable,1
12000,2022-06-14,2,1800,2 out of 3,super area,madambakkam,chennai,unfurnished,bachelors/family,2,contact owner,"2 bhk unfurnished home in madambakkam, chennai","2 bhk unfurnished home of 1800 sq ft (super area). location: madambakkam, chennai. floor: 2 out of 3. bathrooms: 2. tenant preference: bachelors/family. rent: inr 12000 per month.","waste management, gym, security, maintenance staff, power backup, intercom, cctv",near hospital (3.1 km); near college (2.3 km),maintenance is timely and professional. | good water supply and quiet neighborhood.,not_applicable,no smoking inside the house. no loud music after 10 pm. tenant must follow society by-laws.,"want to move in next month, budget around inr 12000.",kitchen cabinets in good condition. bathrooms are clean and functional. electrical fittings are working properly.,no,not_applicable,0
25000,2022-06-06,2,1000,1 out of 2,carpet area,"adyar, sardar patel road",chennai,semi-furnished,bachelors,2,contact agent,"2 bhk semi-furnished home in adyar, sardar patel road, chennai","2 bhk semi-furnished home of 1000 sq ft (carpet area). location: adyar, sardar patel road, chennai. floor: 1 out of 2. bathrooms: 2. tenant preference: bachelors. rent: inr 25000 per month.","power backup, water supply, fire safety, park, rainwater harvesting, parking",near park (2.7 km); near mall (1.1 km); near mosque (1.2 km); near church (0.9 km),spacious rooms and good ventilation. | parking is convenient and secure. | easy access to public transport.,not_applicable,security deposit is two months rent. tenant must follow society by-laws. maintenance charges are extra.,"need a semi-furnished home in chennai, prefer bachelors.",kitchen cabinets in good condition. good natural light in living room.,no,not_applicable,1
8500,2022-05-10,3,1062,1 out of 3,carpet area,siruseri,chennai,semi-furnished,bachelors/family,2,contact owner,"3 bhk semi-furnished home in siruseri, chennai","3 bhk semi-furnished home of 1062 sq ft (carpet area). location: siruseri, chennai. floor: 1 out of 3. bathrooms: 2. tenant preference: bachelors/family. rent: inr 8500 per month.","park, rainwater harvesting, solar lighting, cctv, play area, gym, waste management, lift",near park (0.6 km); near bus stop (0.5 km); near supermarket (3.9 km); near college (0.5 km),safe area with friendly neighbors. | easy access to public transport.,not_applicable,tenant must follow society by-laws. no loud music after 10 pm. security deposit is two months rent. no smoking inside the house.,"need a semi-furnished home in chennai, prefer bachelors/family.",walls need minor repainting. good natural light in living room. flooring shows normal wear.,no,not_applicable,0
8500,2022-06-10,2,800,ground out of 1,super area,ambattur,chennai,unfurnished,bachelors/family,2,contact owner,"2 bhk unfurnished home in ambattur, chennai","2 bhk unfurnished home of 800 sq ft (super area). location: ambattur, chennai. floor: ground out of 1. bathrooms: 2. tenant preference: bachelors/family. rent: inr 8500 per month.","security, cctv, gated community, solar lighting, rainwater harvesting, visitor parking, maintenance staff, club house",near school (3.9 km); near railway station (2.1 km),easy access to public transport. | maintenance is timely and professional. | owner is responsive and helpful.,not_applicable,one month notice required before vacating. no smoking inside the house. pets allowed only with prior approval. tenant must follow society by-laws.,searching for a rental with parking and lift around ambattur.,bathrooms are clean and functional. good natural light in living room.,no,not_applicable,1
5000,2022-06-10,1,450,ground out of 1,super area,thirumullaivoyal,chennai,unfurnished,bachelors/family,1,contact owner,"1 bhk unfurnished home in thirumullaivoyal, chennai","1 bhk unfurnished home of 450 sq ft (super area). location: thirumullaivoyal, chennai. floor: ground out of 1. bathrooms: 1. tenant preference: bachelors/family. rent: inr 5000 per month.","cctv, solar lighting, water supply, internet ready, power backup, visitor parking",near bank (4.0 km); near market (1.6 km),owner is responsive and helpful. | good water supply and quiet neighborhood.,not_applicable,one month notice required before vacating. no loud music after 10 pm. tenant must follow society by-laws. no smoking inside the house.,searching for a rental with parking and lift around thirumullaivoyal.,kitchen cabinets in good condition. walls need minor repainting.,no,not_applicable,1
8500,2022-05-29,2,900,ground out of 1,super area,"perungalathur, chennai bypass road",chennai,unfurnished,bachelors/family,1,contact owner,"2 bhk unfurnished home in perungalathur, chennai bypass road, chennai","2 bhk unfurnished home of 900 sq ft (super area). location: perungalathur, chennai bypass road, chennai. floor: ground out of 1. bathrooms: 1. tenant preference: bachelors/family. rent: inr 8500 per month.","park, fire safety, solar lighting, parking, security, club house, power backup, cctv",near pharmacy (3.4 km); near market (0.3 km); near bus stop (2.8 km),easy access to public transport. | safe area with friendly neighbors.,not_applicable,maintenance charges are extra. security deposit is two months rent. pets allowed only with prior approval.,"need a unfurnished home in chennai, prefer bachelors/family.",good natural light in living room. walls need minor repainting.,no,not_applicable,1
100000,2022-06-14,4,2240,ground out of 3,carpet area,anna nagar,chennai,furnished,bachelors/family,4,contact agent,"4 bhk furnished home in anna nagar, chennai","4 bhk furnished home of 2240 sq ft (carpet area). location: anna nagar, chennai. floor: ground out of 3. bathrooms: 4. tenant preference: bachelors/family. rent: inr 100000 per month.","gated community, water supply, solar lighting, lift, intercom, visitor parking",near supermarket (1.7 km); near pharmacy (0.5 km); near atm (3.0 km),clean and well maintained building. | owner is responsive and helpful. | safe area with friendly neighbors.,water supply issues on some days. | broker asked for advance without visit.,maintenance charges are extra. tenant must follow society by-laws. no loud music after 10 pm.,searching for a rental with parking and lift around anna nagar.,electrical fittings are working properly. kitchen cabinets in good condition.,yes,unusually low rent for the area. | asked for payment before sharing address.,2
7500,2022-05-25,1,500,ground out of 2,super area,kovur,chennai,unfurnished,bachelors/family,1,contact owner,"1 bhk unfurnished home in kovur, chennai","1 bhk unfurnished home of 500 sq ft (super area). location: kovur, chennai. floor: ground out of 2. bathrooms: 1. tenant preference: bachelors/family. rent: inr 7500 per month.","visitor parking, maintenance staff, club house, power backup, parking, intercom, rainwater harvesting",near college (2.3 km); near atm (1.6 km); near supermarket (1.0 km),clean and well maintained building. | safe area with friendly neighbors. | good water supply and quiet neighborhood.,unexpected maintenance charges were added.,one month notice required before vacating. no smoking inside the house. no loud music after 10 pm.,looking for a 1 bhk near kovur within inr 7500.,walls need minor repainting. bathrooms are clean and functional. good natural light in living room.,yes,asked for payment before sharing address. | unusually low rent for the area.,1
7000,2022-06-28,1,750,1 out of 1,super area,pammal,chennai,unfurnished,bachelors/family,1,contact agent,"1 bhk unfurnished home in pammal, chennai","1 bhk unfurnished home of 750 sq ft (super area). location: pammal, chennai. floor: 1 out of 1. bathrooms: 1. tenant preference: bachelors/family. rent: inr 7000 per month.","community hall, park, maintenance staff, gated community, waste management, club house",near church (3.8 km); near temple (2.1 km); near metro station (0.6 km); near bank (1.9 km),spacious rooms and good ventilation. | clean and well maintained building. | easy access to public transport.,not_applicable,no smoking inside the house. one month notice required before vacating. maintenance charges are extra.,looking for a 1 bhk near pammal within inr 7000.,kitchen cabinets in good condition. flooring shows normal wear. electrical fittings are working properly.,no,not_applicable,1
26000,2022-07-06,3,1400,11 out of 15,super area,"chromepet, gst road",chennai,semi-furnished,bachelors/family,3,contact owner,"3 bhk semi-furnished home in chromepet, gst road, chennai","3 bhk semi-furnished home of 1400 sq ft (super area). location: chromepet, gst road, chennai. floor: 11 out of 15. bathrooms: 3. tenant preference: bachelors/family. rent: inr 26000 per month.","rainwater harvesting, park, gym, intercom, play area, lift, internet ready, waste management",near temple (0.4 km); near atm (2.2 km); near clinic (3.0 km); near hospital (2.4 km),owner is responsive and helpful. | good water supply and quiet neighborhood. | clean and well maintained building.,not_applicable,no loud music after 10 pm. no smoking inside the house. tenant must follow society by-laws.,"looking for a 3 bhk near chromepet, gst road within inr 26000.",walls need minor repainting. kitchen cabinets in good condition. electrical fittings are working properly.,no,not_applicable,0
12000,2022-06-14,2,1200,2 out of 2,carpet area,cbi colony,chennai,semi-furnished,bachelors,2,contact owner,"2 bhk semi-furnished home in cbi colony, chennai","2 bhk semi-furnished home of 1200 sq ft (carpet area). location: cbi colony, chennai. floor: 2 out of 2. bathrooms: 2. tenant preference: bachelors. rent: inr 12000 per month.","club house, intercom, waste management, community hall, fire safety, power backup, rainwater harvesting, play area",near clinic (3.9 km); near mosque (2.0 km),easy access to public transport. | maintenance is timely and professional. | parking is convenient and secure.,not_applicable,one month notice required before vacating. tenant must follow society by-laws. pets allowed only with prior approval. maintenance charges are extra.,"want to move in next month, budget around inr 12000.",walls need minor repainting. electrical fittings are working properly. bathrooms are clean and functional.,no,not_applicable,1
