Posted On,BHK,Rent,Size,Floor,Area Type,Area Locality,City,Furnishing Status,Tenant Preferred,Bathroom,Point of Contact,Description,IsSynthetic
2022-04-30,2,7000,749,2 out of 4,Super Area,Thandalam,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,"2 BHK unfurnished home of 749 sq ft (super area) in Thandalam, Chennai. Located on 2 out of 4. Suitable for Bachelors/Family. 2 bathroom(s). Monthly rent: INR 7000.",No
2022-07-08,1,18000,520,2 out of 4,Super Area,T Nagar,Chennai,Semi-Furnished,Bachelors/Family,1,Contact Owner,"1 BHK semi-furnished home of 520 sq ft (super area) in T Nagar, Chennai. Located on 2 out of 4. Suitable for Bachelors/Family. 1 bathroom(s). Monthly rent: INR 18000.",No
2022-06-13,2,7000,850,1 out of 1,Super Area,Padapai,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,"2 BHK unfurnished home of 850 sq ft (super area) in Padapai, Chennai. Located on 1 out of 1. Suitable for Bachelors/Family. 2 bathroom(s). Monthly rent: INR 7000.",No
2022-05-05,2,22000,1000,2 out of 3,Super Area,"Lake Area, Nungambakkam",Chennai,Semi-Furnished,Family,2,Contact Owner,"2 BHK semi-furnished home of 1000 sq ft (super area) in Lake Area, Nungambakkam, Chennai. Located on 2 out of 3. Suitable for Family. 2 bathroom(s). Monthly rent: INR 22000.",No
2022-06-18,1,7000,600,1 out of 1,Super Area,"Kundrathur, Pallavaram Kundrathur Main Road",Chennai,Unfurnished,Bachelors,1,Contact Owner,"1 BHK unfurnished home of 600 sq ft (super area) in Kundrathur, Pallavaram Kundrathur Main Road, Chennai. Located on 1 out of 1. Suitable for Bachelors. 1 bathroom(s). Monthly rent: INR 7000.",No
2022-06-23,1,15000,1900,3 out of 4,Carpet Area,Kailasapuram-Mylapore,Chennai,Semi-Furnished,Bachelors/Family,1,Contact Owner,"1 BHK semi-furnished home of 1900 sq ft (carpet area) in Kailasapuram-Mylapore, Chennai. Located on 3 out of 4. Suitable for Bachelors/Family. 1 bathroom(s). Monthly rent: INR 15000.",No
2022-07-03,2,8000,600,1 out of 2,Carpet Area,"Rajakilpakkam, Selaiyur",Chennai,Semi-Furnished,Bachelors/Family,1,Contact Owner,"2 BHK semi-furnished home of 600 sq ft (carpet area) in Rajakilpakkam, Selaiyur, Chennai. Located on 1 out of 2. Suitable for Bachelors/Family. 1 bathroom(s). Monthly rent: INR 8000.",No
2022-06-02,1,7000,500,Ground out of 1,Super Area,Selaiyur,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,"1 BHK unfurnished home of 500 sq ft (super area) in Selaiyur, Chennai. Located on Ground out of 1. Suitable for Bachelors/Family. 1 bathroom(s). Monthly rent: INR 7000.",No
2022-07-08,1,9000,550,1 out of 2,Super Area,Pammal,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,"1 BHK unfurnished home of 550 sq ft (super area) in Pammal, Chennai. Located on 1 out of 2. Suitable for Bachelors/Family. 1 bathroom(s). Monthly rent: INR 9000.",No
2022-07-08,2,9800,1200,Ground out of 4,Super Area,Medavakkam,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,"2 BHK unfurnished home of 1200 sq ft (super area) in Medavakkam, Chennai. Located on Ground out of 4. Suitable for Bachelors/Family. 2 bathroom(s). Monthly rent: INR 9800.",No
2022-05-05,3,14500,1107,4 out of 4,Carpet Area,sspdl Mayfair,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,"3 BHK semi-furnished home of 1107 sq ft (carpet area) in sspdl Mayfair, Chennai. Located on 4 out of 4. Suitable for Bachelors/Family. 2 bathroom(s). Monthly rent: INR 14500.",No
2022-07-10,1,15000,550,9 out of 15,Carpet Area,Iyyappanthangal,Chennai,Semi-Furnished,Bachelors/Family,1,Contact Agent,"1 BHK semi-furnished home of 550 sq ft (carpet area) in Iyyappanthangal, Chennai. Located on 9 out of 15. Suitable for Bachelors/Family. 1 bathroom(s). Monthly rent: INR 15000.",No
2022-07-10,2,22000,1150,4 out of 9,Carpet Area,Iyyappanthangal,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Agent,"2 BHK semi-furnished home of 1150 sq ft (carpet area) in Iyyappanthangal, Chennai. Located on 4 out of 9. Suitable for Bachelors/Family. 2 bathroom(s). Monthly rent: INR 22000.",No
2022-05-22,2,9000,600,Ground out of 2,Super Area,"Subramaniya Swamy Nagar, Valasaravakkam, Arcot Road",Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,"2 BHK unfurnished home of 600 sq ft (super area) in Subramaniya Swamy Nagar, Valasaravakkam, Arcot Road, Chennai. Located on Ground out of 2. Suitable for Bachelors/Family. 2 bathroom(s). Monthly rent: INR 9000.",No
2022-05-06,3,18000,1235,1 out of 2,Super Area,Perambur,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,"3 BHK semi-furnished home of 1235 sq ft (super area) in Perambur, Chennai. Located on 1 out of 2. Suitable for Bachelors/Family. 2 bathroom(s). Monthly rent: INR 18000.",No
2022-05-25,1,8500,600,Ground out of 3,Super Area,Tharamani,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,"1 BHK unfurnished home of 600 sq ft (super area) in Tharamani, Chennai. Located on Ground out of 3. Suitable for Bachelors/Family. 2 bathroom(s). Monthly rent: INR 8500.",No
2022-07-06,1,6500,400,Ground out of 2,Super Area,"Perungalathur, Chennai Bypass Road",Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,"1 BHK semi-furnished home of 400 sq ft (super area) in Perungalathur, Chennai Bypass Road, Chennai. Located on Ground out of 2. Suitable for Bachelors/Family. 2 bathroom(s). Monthly rent: INR 6500.",No
2022-07-10,3,40000,1400,3 out of 5,Carpet Area,Nandambakkam,Chennai,Semi-Furnished,Bachelors/Family,3,Contact Agent,"3 BHK semi-furnished home of 1400 sq ft (carpet area) in Nandambakkam, Chennai. Located on 3 out of 5. Suitable for Bachelors/Family. 3 bathroom(s). Monthly rent: INR 40000.",No
2022-05-03,3,17000,800,2 out of 2,Carpet Area,Royapettah,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,"3 BHK unfurnished home of 800 sq ft (carpet area) in Royapettah, Chennai. Located on 2 out of 2. Suitable for Bachelors/Family. 2 bathroom(s). Monthly rent: INR 17000.",No
2022-06-18,2,12000,700,1 out of 2,Super Area,Maduravoyal,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,"2 BHK unfurnished home of 700 sq ft (super area) in Maduravoyal, Chennai. Located on 1 out of 2. Suitable for Bachelors/Family. 2 bathroom(s). Monthly rent: INR 12000.",No
2022-06-24,2,30000,900,2 out of 4,Carpet Area,Anna Nagar,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,"2 BHK semi-furnished home of 900 sq ft (carpet area) in Anna Nagar, Chennai. Located on 2 out of 4. Suitable for Bachelors/Family. 2 bathroom(s). Monthly rent: INR 30000.",No
2022-06-22,1,4000,400,2 out of 3,Super Area,Rani Anna Nagar,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,"1 BHK unfurnished home of 400 sq ft (super area) in Rani Anna Nagar, Chennai. Located on 2 out of 3. Suitable for Bachelors/Family. 1 bathroom(s). Monthly rent: INR 4000.",No
2022-06-02,2,14000,850,2 out of 3,Super Area,Banu Nagar,Chennai,Furnished,Bachelors/Family,2,Contact Owner,"2 BHK furnished home of 850 sq ft (super area) in Banu Nagar, Chennai. Located on 2 out of 3. Suitable for Bachelors/Family. 2 bathroom(s). Monthly rent: INR 14000.",No
2022-07-06,3,25000,1415,4 out of 13,Super Area,G S T Road,Chennai,Furnished,Bachelors/Family,2,Contact Owner,"3 BHK furnished home of 1415 sq ft (super area) in G S T Road, Chennai. Located on 4 out of 13. Suitable for Bachelors/Family. 2 bathroom(s). Monthly rent: INR 25000.",No
2022-05-13,1,8000,281,Ground out of 1,Carpet Area,Thiruvanmiyur,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,"1 BHK unfurnished home of 281 sq ft (carpet area) in Thiruvanmiyur, Chennai. Located on Ground out of 1. Suitable for Bachelors/Family. 1 bathroom(s). Monthly rent: INR 8000.",No
2022-06-02,1,12500,600,2 out of 4,Super Area,Arumbakkam,Chennai,Furnished,Bachelors/Family,1,Contact Owner,"1 BHK furnished home of 600 sq ft (super area) in Arumbakkam, Chennai. Located on 2 out of 4. Suitable for Bachelors/Family. 1 bathroom(s). Monthly rent: INR 12500.",No
2022-05-24,5,100000,6000,9 out of 12,Super Area,Navalur,Chennai,Semi-Furnished,Bachelors/Family,4,Contact Agent,"5 BHK semi-furnished home of 6000 sq ft (super area) in Navalur, Chennai. Located on 9 out of 12. Suitable for Bachelors/Family. 4 bathroom(s). Monthly rent: INR 100000.",No
2022-06-24,2,14000,1050,1 out of 1,Carpet Area,Perambur,Chennai,Unfurnished,Bachelors,2,Contact Owner,"2 BHK unfurnished home of 1050 sq ft (carpet area) in Perambur, Chennai. Located on 1 out of 1. Suitable for Bachelors. 2 bathroom(s). Monthly rent: INR 14000.",No
2022-06-22,1,7500,390,Ground out of 1,Carpet Area,"Bharath Nagar, Porur",Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,"1 BHK unfurnished home of 390 sq ft (carpet area) in Bharath Nagar, Porur, Chennai. Located on Ground out of 1. Suitable for Bachelors/Family. 1 bathroom(s). Monthly rent: INR 7500.",No
2022-05-22,3,17500,950,4 out of 4,Carpet Area,chettipunniyam,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,"3 BHK semi-furnished home of 950 sq ft (carpet area) in chettipunniyam, Chennai. Located on 4 out of 4. Suitable for Bachelors/Family. 2 bathroom(s). Monthly rent: INR 17500.",No
2022-05-20,3,27000,1500,3 out of 4,Carpet Area,Sholinganallur,Chennai,Semi-Furnished,Family,3,Contact Owner,"3 BHK semi-furnished home of 1500 sq ft (carpet area) in Sholinganallur, Chennai. Located on 3 out of 4. Suitable for Family. 3 bathroom(s). Monthly rent: INR 27000.",No
2022-05-16,2,16500,200,2 out of 2,Carpet Area,"Purasawalkam, PH Road",Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,"2 BHK unfurnished home of 200 sq ft (carpet area) in Purasawalkam, PH Road, Chennai. Located on 2 out of 2. Suitable for Bachelors/Family. 2 bathroom(s). Monthly rent: INR 16500.",No
2022-05-23,2,12000,926,2 out of 3,Super Area,Madipakkam,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,"2 BHK semi-furnished home of 926 sq ft (super area) in Madipakkam, Chennai. Located on 2 out of 3. Suitable for Bachelors/Family. 2 bathroom(s). Monthly rent: INR 12000.",No
2022-07-08,3,45000,1700,3 out of 3,Carpet Area,Gandhi Nagar Adyar,Chennai,Semi-Furnished,Bachelors,3,Contact Owner,"3 BHK semi-furnished home of 1700 sq ft (carpet area) in Gandhi Nagar Adyar, Chennai. Located on 3 out of 3. Suitable for Bachelors. 3 bathroom(s). Monthly rent: INR 45000.",No
2022-07-06,2,15000,1068,1 out of 2,Carpet Area,"Kamakoti Nagar, Pallikaranai",Chennai,Semi-Furnished,Family,2,Contact Owner,"2 BHK semi-furnished home of 1068 sq ft (carpet area) in Kamakoti Nagar, Pallikaranai, Chennai. Located on 1 out of 2. Suitable for Family. 2 bathroom(s). Monthly rent: INR 15000.",No
2022-05-15,3,14000,1800,Ground out of 2,Carpet Area,"TTK Nagar, Tambaram",Chennai,Semi-Furnished,Family,3,Contact Owner,"3 BHK semi-furnished home of 1800 sq ft (carpet area) in TTK Nagar, Tambaram, Chennai. Located on Ground out of 2. Suitable for Family. 3 bathroom(s). Monthly rent: INR 14000.",No
2022-07-06,2,17000,590,Ground out of 3,Carpet Area,Mambalam West,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,"2 BHK semi-furnished home of 590 sq ft (carpet area) in Mambalam West, Chennai. Located on Ground out of 3. Suitable for Bachelors/Family. 2 bathroom(s). Monthly rent: INR 17000.",No
2022-07-10,3,34999,1400,2 out of 4,Carpet Area,Virugambakkam,Chennai,Semi-Furnished,Bachelors/Family,3,Contact Agent,"3 BHK semi-furnished home of 1400 sq ft (carpet area) in Virugambakkam, Chennai. Located on 2 out of 4. Suitable for Bachelors/Family. 3 bathroom(s). Monthly rent: INR 34999.",No
2022-06-18,1,7000,550,Ground out of 3,Carpet Area,Mahindra World City,Chennai,Semi-Furnished,Bachelors/Family,1,Contact Owner,"1 BHK semi-furnished home of 550 sq ft (carpet area) in Mahindra World City, Chennai. Located on Ground out of 3. Suitable for Bachelors/Family. 1 bathroom(s). Monthly rent: INR 7000.",No
2022-05-16,1,10500,520,3 out of 4,Super Area,Semmancheri,Chennai,Semi-Furnished,Bachelors/Family,1,Contact Owner,"1 BHK semi-furnished home of 520 sq ft (super area) in Semmancheri, Chennai. Located on 3 out of 4. Suitable for Bachelors/Family. 1 bathroom(s). Monthly rent: INR 10500.",No
2022-07-08,2,15000,900,3 out of 4,Super Area,"Valasaravakkam, Arcot Road",Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,"2 BHK semi-furnished home of 900 sq ft (super area) in Valasaravakkam, Arcot Road, Chennai. Located on 3 out of 4. Suitable for Bachelors/Family. 2 bathroom(s). Monthly rent: INR 15000.",No
2022-07-08,2,10000,700,Ground out of 3,Super Area,Nanmangalam,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,"2 BHK semi-furnished home of 700 sq ft (super area) in Nanmangalam, Chennai. Located on Ground out of 3. Suitable for Bachelors/Family. 2 bathroom(s). Monthly rent: INR 10000.",No
2022-06-14,1,7000,400,1 out of 2,Super Area,Medavakkam,Chennai,Semi-Furnished,Bachelors/Family,1,Contact Owner,"1 BHK semi-furnished home of 400 sq ft (super area) in Medavakkam, Chennai. Located on 1 out of 2. Suitable for Bachelors/Family. 1 bathroom(s). Monthly rent: INR 7000.",No
2022-06-14,4,200000,2280,2 out of 3,Carpet Area,Mylapore,Chennai,Semi-Furnished,Bachelors/Family,4,Contact Agent,"4 BHK semi-furnished home of 2280 sq ft (carpet area) in Mylapore, Chennai. Located on 2 out of 3. Suitable for Bachelors/Family. 4 bathroom(s). Monthly rent: INR 200000.",No
2022-07-04,2,12000,826,1 out of 2,Super Area,Medavakkam,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,"2 BHK semi-furnished home of 826 sq ft (super area) in Medavakkam, Chennai. Located on 1 out of 2. Suitable for Bachelors/Family. 2 bathroom(s). Monthly rent: INR 12000.",No
2022-05-06,2,10000,1050,1 out of 2,Super Area,Sembakkam,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,"2 BHK semi-furnished home of 1050 sq ft (super area) in Sembakkam, Chennai. Located on 1 out of 2. Suitable for Bachelors/Family. 2 bathroom(s). Monthly rent: INR 10000.",No
2022-07-08,2,15000,700,Ground out of 2,Super Area,Alandur,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,"2 BHK semi-furnished home of 700 sq ft (super area) in Alandur, Chennai. Located on Ground out of 2. Suitable for Bachelors/Family. 2 bathroom(s). Monthly rent: INR 15000.",No
2022-06-02,2,19000,800,1 out of 4,Carpet Area,Thoraipakkam,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Agent,"2 BHK semi-furnished home of 800 sq ft (carpet area) in Thoraipakkam, Chennai. Located on 1 out of 4. Suitable for Bachelors/Family. 2 bathroom(s). Monthly rent: INR 19000.",No
2022-07-08,2,25000,850,1 out of 15,Super Area,"Old Pallavaram, Alandur",Chennai,Furnished,Bachelors/Family,2,Contact Owner,"2 BHK furnished home of 850 sq ft (super area) in Old Pallavaram, Alandur, Chennai. Located on 1 out of 15. Suitable for Bachelors/Family. 2 bathroom(s). Monthly rent: INR 25000.",No
2022-05-26,1,10000,502,1 out of 1,Super Area,T Nagar,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,"1 BHK unfurnished home of 502 sq ft (super area) in T Nagar, Chennai. Located on 1 out of 1. Suitable for Bachelors/Family. 1 bathroom(s). Monthly rent: INR 10000.",No
2022-06-25,2,13000,925,1 out of 2,Carpet Area,Nest bliss sholinganallur,Chennai,Unfurnished,Bachelors,2,Contact Owner,"2 BHK unfurnished home of 925 sq ft (carpet area) in Nest bliss sholinganallur, Chennai. Located on 1 out of 2. Suitable for Bachelors. 2 bathroom(s). Monthly rent: INR 13000.",No
2022-05-25,2,12500,500,2 out of 3,Super Area,Kolathur,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,"2 BHK unfurnished home of 500 sq ft (super area) in Kolathur, Chennai. Located on 2 out of 3. Suitable for Bachelors/Family. 1 bathroom(s). Monthly rent: INR 12500.",No
2022-05-25,2,10000,950,1 out of 3,Super Area,Adambakkam,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,"2 BHK unfurnished home of 950 sq ft (super area) in Adambakkam, Chennai. Located on 1 out of 3. Suitable for Bachelors/Family. 2 bathroom(s). Monthly rent: INR 10000.",No
2022-06-02,2,16000,930,1 out of 4,Super Area,Mogappair East,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,"2 BHK semi-furnished home of 930 sq ft (super area) in Mogappair East, Chennai. Located on 1 out of 4. Suitable for Bachelors/Family. 2 bathroom(s). Monthly rent: INR 16000.",No
2022-06-14,2,11000,950,1 out of 1,Carpet Area,Menambedu,Chennai,Semi-Furnished,Family,2,Contact Owner,"2 BHK semi-furnished home of 950 sq ft (carpet area) in Menambedu, Chennai. Located on 1 out of 1. Suitable for Family. 2 bathroom(s). Monthly rent: INR 11000.",No
2022-07-06,2,13000,800,1 out of 1,Carpet Area,"Devi Karumariamman Nagar, Velachery",Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,"2 BHK semi-furnished home of 800 sq ft (carpet area) in Devi Karumariamman Nagar, Velachery, Chennai. Located on 1 out of 1. Suitable for Bachelors/Family. 2 bathroom(s). Monthly rent: INR 13000.",No
2022-05-20,2,15000,950,1 out of 2,Super Area,"Neelankarai, E Coast Road",Chennai,Semi-Furnished,Family,1,Contact Owner,"2 BHK semi-furnished home of 950 sq ft (super area) in Neelankarai, E Coast Road, Chennai. Located on 1 out of 2. Suitable for Family. 1 bathroom(s). Monthly rent: INR 15000.",No
2022-05-20,3,15000,1100,1 out of 1,Carpet Area,"Ponniamman Nagar, Iyyappanthangal",Chennai,Unfurnished,Family,2,Contact Owner,"3 BHK unfurnished home of 1100 sq ft (carpet area) in Ponniamman Nagar, Iyyappanthangal, Chennai. Located on 1 out of 1. Suitable for Family. 2 bathroom(s). Monthly rent: INR 15000.",No
2022-07-08,2,20000,750,3 out of 4,Super Area,Anna Nagar,Chennai,Unfurnished,Bachelors/Family,3,Contact Owner,"2 BHK unfurnished home of 750 sq ft (super area) in Anna Nagar, Chennai. Located on 3 out of 4. Suitable for Bachelors/Family. 3 bathroom(s). Monthly rent: INR 20000.",No
2022-05-29,2,12000,1000,3 out of 5,Super Area,Thalambur,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,"2 BHK semi-furnished home of 1000 sq ft (super area) in Thalambur, Chennai. Located on 3 out of 5. Suitable for Bachelors/Family. 2 bathroom(s). Monthly rent: INR 12000.",No
2022-07-06,2,600000,950,1 out of 1,Carpet Area,Vettuvankeni,Chennai,Unfurnished,Bachelors,2,Contact Owner,"2 BHK unfurnished home of 950 sq ft (carpet area) in Vettuvankeni, Chennai. Located on 1 out of 1. Suitable for Bachelors. 2 bathroom(s). Monthly rent: INR 600000.",No
2022-06-30,2,11000,800,1 out of 2,Super Area,"Narayanapuram, Kovilambakkam",Chennai,Semi-Furnished,Family,2,Contact Owner,"2 BHK semi-furnished home of 800 sq ft (super area) in Narayanapuram, Kovilambakkam, Chennai. Located on 1 out of 2. Suitable for Family. 2 bathroom(s). Monthly rent: INR 11000.",No
2022-05-31,1,10000,500,Ground out of 2,Carpet Area,Kodambakkam,Chennai,Unfurnished,Bachelors,1,Contact Agent,"1 BHK unfurnished home of 500 sq ft (carpet area) in Kodambakkam, Chennai. Located on Ground out of 2. Suitable for Bachelors. 1 bathroom(s). Monthly rent: INR 10000.",No
2022-07-10,3,30000,1500,Ground out of 14,Carpet Area,Porur,Chennai,Semi-Furnished,Bachelors/Family,3,Contact Agent,"3 BHK semi-furnished home of 1500 sq ft (carpet area) in Porur, Chennai. Located on Ground out of 14. Suitable for Bachelors/Family. 3 bathroom(s). Monthly rent: INR 30000.",No
2022-07-05,1,8000,550,2 out of 2,Super Area,"Padur, Old Mahabalipuram Road",Chennai,Furnished,Bachelors/Family,1,Contact Owner,"1 BHK furnished home of 550 sq ft (super area) in Padur, Old Mahabalipuram Road, Chennai. Located on 2 out of 2. Suitable for Bachelors/Family. 1 bathroom(s). Monthly rent: INR 8000.",No
2022-06-06,1,7000,400,Ground out of 2,Super Area,Nanmangalam,Chennai,Semi-Furnished,Bachelors/Family,1,Contact Owner,"1 BHK semi-furnished home of 400 sq ft (super area) in Nanmangalam, Chennai. Located on Ground out of 2. Suitable for Bachelors/Family. 1 bathroom(s). Monthly rent: INR 7000.",No
